1,92.56705853752834,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],MergeByDistance[DISTANCE:EUCLIDEAN,DESCRY_K - 4.666667,DESCRY_DENSITY - 3.0],}
476,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],}
477,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],}
478,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],}
479,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],}
480,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],}
481,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],}
482,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],}
483,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],}
484,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],}
485,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],}
486,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],}
487,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],}
488,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],}
489,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],}
490,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],}
491,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],}
492,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],}
493,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],}
494,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:BRAYCURTIS,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],ClusterByConnectiveness[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.3333335],}
495,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],}
496,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],}
497,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],}
498,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],}
499,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],}
500,96.58643354219839,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 4.666667],}
