1,92.92684949274786,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 2.6666667],MergeByOverlap[DISTANCE:EUCLIDEAN],}
2,92.92684949274786,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 2.6666667],MergeByOverlap[DISTANCE:EUCLIDEAN],}
3,92.92684949274786,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 2.6666667],MergeByOverlap[DISTANCE:EUCLIDEAN],}
4,92.92684949274786,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 2.6666667],MergeByOverlap[DISTANCE:EUCLIDEAN],}
5,92.92684949274786,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 2.6666667],MergeByOverlap[DISTANCE:EUCLIDEAN],}
6,92.92684949274786,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 2.6666667],MergeByOverlap[DISTANCE:EUCLIDEAN],}
7,94.02385695332804,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 83.33333,DBSCAN_NUM_PTS - 3.0],MergeByDistance[DISTANCE:MANHATTAN,DESCRY_K - 10.0,DESCRY_DENSITY - 9.0],}
448,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],}
449,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],}
450,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],}
451,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],}
452,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],}
453,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],}
454,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],}
455,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],}
456,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],}
457,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],}
458,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],}
459,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],}
460,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],}
461,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],}
462,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],}
463,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],}
464,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],}
465,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],}
466,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],}
467,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],}
468,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:EUCLIDEAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],ClusterByConnectiveness[DISTANCE:MANHATTAN,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.3333335],}
469,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
470,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
471,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
472,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
473,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
474,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
475,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
476,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
477,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
478,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
479,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
480,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
481,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
482,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
483,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
484,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
485,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
486,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
487,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
488,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
489,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
490,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
491,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
492,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
493,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
494,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
495,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
496,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
497,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
498,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
499,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
500,97.24341076790014,{Reading Instances[DISTANCE:EUCLIDEAN],CandidatesByDistance[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],ClusterByConnectiveness[DISTANCE:CHEBYCHEV,DBSCAN_MAX_DIST - 100.0,DBSCAN_NUM_PTS - 3.0],}
